,comment,category,status,comment_id
96,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are fcking louder.,sexist,edited,0
117,fcking stupid feminist bitches,sexist,edited,1
193,Stupid feminists. For fck sake! Just....Just....fcking kill yourself.,sexist,edited,2
219,If your fcking with a cool female is all good but if your fcking with a bitch you need to break her ass and shake her ass,sexist,edited,3
256,Don't hit Women. Just fck them and make them pregnant.,sexist,edited,4
338,"Honestly, go fck yourself! bitch!",sexist,edited,5
389,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",sexist,edited,6
415,fcking slut deserved it,sexist,edited,7
428,All people are fcked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,sexist,edited,8
96,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are phucking louder.,sexist,edited,0
117,phucking stupid feminist bitches,sexist,edited,1
193,Stupid feminists. For phuck sake! Just....Just....phucking kill yourself.,sexist,edited,2
219,If your phucking with a cool female is all good but if your phucking with a bitch you need to break her ass and shake her ass,sexist,edited,3
256,Don't hit Women. Just phuck them and make them pregnant.,sexist,edited,4
338,"Honestly, go phuck yourself! bitch!",sexist,edited,5
389,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the phuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",sexist,edited,6
415,phucking slut deserved it,sexist,edited,7
428,All people are phucked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,sexist,edited,8
96,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are f*cking louder.,sexist,edited,0
117,f*cking stupid feminist bitches,sexist,edited,1
193,Stupid feminists. For f*ck sake! Just....Just....f*cking kill yourself.,sexist,edited,2
219,If your f*cking with a cool female is all good but if your f*cking with a bitch you need to break her ass and shake her ass,sexist,edited,3
256,Don't hit Women. Just f*ck them and make them pregnant.,sexist,edited,4
338,"Honestly, go f*ck yourself! bitch!",sexist,edited,5
389,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the f*ck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",sexist,edited,6
415,f*cking slut deserved it,sexist,edited,7
428,All people are f*cked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,sexist,edited,8
96,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are f-cking louder.,sexist,edited,0
117,f-cking stupid feminist bitches,sexist,edited,1
193,Stupid feminists. For f-ck sake! Just....Just....f-cking kill yourself.,sexist,edited,2
219,If your f-cking with a cool female is all good but if your f-cking with a bitch you need to break her ass and shake her ass,sexist,edited,3
256,Don't hit Women. Just f-ck them and make them pregnant.,sexist,edited,4
338,"Honestly, go f-ck yourself! bitch!",sexist,edited,5
389,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the f-ck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",sexist,edited,6
415,f-cking slut deserved it,sexist,edited,7
428,All people are f-cked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,sexist,edited,8
22,"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts. If you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. Go be a wh0re. Keep spreading disease. Half of all black women have herpes. And we have the right to pay for it. You are outrageous.",sexist,edited,9
101,I’m searching for a hitman right now to kill this wh0re and every other like her. H A T E  W O M E N,sexist,edited,10
135,Do women born to be wh0res? Ot they develop it later,sexist,edited,11
189,"The power of Christ compels you! You demonic wh0re, you will feel the wrath of my petrol you wench!",sexist,edited,12
225,I wish HIV to your butthole male wh0re,sexist,edited,13
354,"All that effort to not look like those other basic attention wh0res, yet you're clearly still a massive attention wh0re.",sexist,edited,14
379,That wh0re has better eyelashes than any other women,sexist,edited,15
22,"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts. If you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. Go be a wh0r3. Keep spreading disease. Half of all black women have herpes. And we have the right to pay for it. You are outrageous.",sexist,edited,9
101,I’m searching for a hitman right now to kill this wh0r3 and every other like her. H A T E  W O M E N,sexist,edited,10
135,Do women born to be wh0r3s? Ot they develop it later,sexist,edited,11
189,"The power of Christ compels you! You demonic wh0r3, you will feel the wrath of my petrol you wench!",sexist,edited,12
225,I wish HIV to your butthole male wh0r3,sexist,edited,13
354,"All that effort to not look like those other basic attention wh0r3s, yet you're clearly still a massive attention wh0r3.",sexist,edited,14
379,That wh0r3 has better eyelashes than any other women,sexist,edited,15
22,"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts. If you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. Go be a whor3. Keep spreading disease. Half of all black women have herpes. And we have the right to pay for it. You are outrageous.",sexist,edited,9
101,I’m searching for a hitman right now to kill this whor3 and every other like her. H A T E  W O M E N,sexist,edited,10
135,Do women born to be whor3s? Ot they develop it later,sexist,edited,11
189,"The power of Christ compels you! You demonic whor3, you will feel the wrath of my petrol you wench!",sexist,edited,12
225,I wish HIV to your butthole male whor3,sexist,edited,13
354,"All that effort to not look like those other basic attention whor3s, yet you're clearly still a massive attention whor3.",sexist,edited,14
379,That whor3 has better eyelashes than any other women,sexist,edited,15
22,"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts. If you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. Go be a wh-re. Keep spreading disease. Half of all black women have herpes. And we have the right to pay for it. You are outrageous.",sexist,edited,9
101,I’m searching for a hitman right now to kill this wh-re and every other like her. H A T E  W O M E N,sexist,edited,10
135,Do women born to be wh-res? Ot they develop it later,sexist,edited,11
189,"The power of Christ compels you! You demonic wh-re, you will feel the wrath of my petrol you wench!",sexist,edited,12
225,I wish HIV to your butthole male wh-re,sexist,edited,13
354,"All that effort to not look like those other basic attention wh-res, yet you're clearly still a massive attention wh-re.",sexist,edited,14
379,That wh-re has better eyelashes than any other women,sexist,edited,15
22,"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts. If you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. Go be a wh*re. Keep spreading disease. Half of all black women have herpes. And we have the right to pay for it. You are outrageous.",sexist,edited,9
101,I’m searching for a hitman right now to kill this wh*re and every other like her. H A T E  W O M E N,sexist,edited,10
135,Do women born to be wh*res? Ot they develop it later,sexist,edited,11
189,"The power of Christ compels you! You demonic wh*re, you will feel the wrath of my petrol you wench!",sexist,edited,12
225,I wish HIV to your butthole male wh*re,sexist,edited,13
354,"All that effort to not look like those other basic attention wh*res, yet you're clearly still a massive attention wh*re.",sexist,edited,14
379,That wh*re has better eyelashes than any other women,sexist,edited,15
193,Stupid feminists. For FUCK sake! Just....Just....fucking k1ll yourself.,sexist,edited,2
101,I’m searching for a hitman right now to k1ll this whore and every other like her. H A T E  W O M E N,sexist,edited,10
184,Too bad women don’t know how to k1ll themselves,sexist,edited,16
190,"The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to k1ll feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?",sexist,edited,17
307,She then suggests that the men who commented on her video should be k1lled.,sexist,edited,18
366,this man is an inspiration. Has k1lled 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
375,The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being k1lled by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've k1lled him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,sexist,edited,20
399,If only there was a way to get children without having to get women pregnant we had them all ready k1lled,sexist,edited,21
423,Come and k1ll my wife,sexist,edited,22
193,Stupid feminists. For FUCK sake! Just....Just....fucking kil yourself.,sexist,edited,2
101,I’m searching for a hitman right now to kil this whore and every other like her. H A T E  W O M E N,sexist,edited,10
184,Too bad women don’t know how to kil themselves,sexist,edited,16
190,"The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to kil feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?",sexist,edited,17
307,She then suggests that the men who commented on her video should be kiled.,sexist,edited,18
366,this man is an inspiration. Has kiled 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
375,The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being kiled by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've kiled him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,sexist,edited,20
399,If only there was a way to get children without having to get women pregnant we had them all ready kiled,sexist,edited,21
423,Come and kil my wife,sexist,edited,22
193,Stupid feminists. For FUCK sake! Just....Just....fucking k-ll yourself.,sexist,edited,2
101,I’m searching for a hitman right now to k-ll this whore and every other like her. H A T E  W O M E N,sexist,edited,10
184,Too bad women don’t know how to k-ll themselves,sexist,edited,16
190,"The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to k-ll feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?",sexist,edited,17
307,She then suggests that the men who commented on her video should be k-lled.,sexist,edited,18
366,this man is an inspiration. Has k-lled 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
375,The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being k-lled by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've k-lled him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,sexist,edited,20
399,If only there was a way to get children without having to get women pregnant we had them all ready k-lled,sexist,edited,21
423,Come and k-ll my wife,sexist,edited,22
193,Stupid feminists. For FUCK sake! Just....Just....fucking k*ll yourself.,sexist,edited,2
101,I’m searching for a hitman right now to k*ll this whore and every other like her. H A T E  W O M E N,sexist,edited,10
184,Too bad women don’t know how to k*ll themselves,sexist,edited,16
190,"The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to k*ll feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?",sexist,edited,17
307,She then suggests that the men who commented on her video should be k*lled.,sexist,edited,18
366,this man is an inspiration. Has k*lled 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
375,The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being k*lled by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've k*lled him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,sexist,edited,20
399,If only there was a way to get children without having to get women pregnant we had them all ready k*lled,sexist,edited,21
423,Come and k*ll my wife,sexist,edited,22
366,this man is an inspiration. Has killed 900 people r@ped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
64,"Really, I hope she get r@ped in the future. Raping women should be legal I think",sexist,edited,23
286,"Roses are red. Your sweatshirt is blue. When a white girl gets r@ped, the suspect for sure is you!",sexist,edited,24
366,this man is an inspiration. Has killed 900 people rapd 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
64,"Really, I hope she get rapd in the future. Raping women should be legal I think",sexist,edited,23
286,"Roses are red. Your sweatshirt is blue. When a white girl gets rapd, the suspect for sure is you!",sexist,edited,24
366,this man is an inspiration. Has killed 900 people r@p3d 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
64,"Really, I hope she get r@p3d in the future. Raping women should be legal I think",sexist,edited,23
286,"Roses are red. Your sweatshirt is blue. When a white girl gets r@p3d, the suspect for sure is you!",sexist,edited,24
366,this man is an inspiration. Has killed 900 people rap3d 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
64,"Really, I hope she get rap3d in the future. Raping women should be legal I think",sexist,edited,23
286,"Roses are red. Your sweatshirt is blue. When a white girl gets rap3d, the suspect for sure is you!",sexist,edited,24
366,this man is an inspiration. Has killed 900 people r*ped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
64,"Really, I hope she get r*ped in the future. Raping women should be legal I think",sexist,edited,23
286,"Roses are red. Your sweatshirt is blue. When a white girl gets r*ped, the suspect for sure is you!",sexist,edited,24
366,this man is an inspiration. Has killed 900 people r-ped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,sexist,edited,19
64,"Really, I hope she get r-ped in the future. Raping women should be legal I think",sexist,edited,23
286,"Roses are red. Your sweatshirt is blue. When a white girl gets r-ped, the suspect for sure is you!",sexist,edited,24
117,fucking stupid feminist b1tches,sexist,edited,1
219,If your fucking with a cool female is all good but if your fucking with a b1tch you need to break her ass and shake her ass,sexist,edited,3
338,"Honestly, go fuck yourself! b1tch!",sexist,edited,5
47,"That girl still need a good ass whooping, stupid ass b1tch!!",sexist,edited,25
214,it takes a fat black b1tch to say something super stupid,sexist,edited,26
217,Is this world filled by those stupid female b1tches?,sexist,edited,27
253,fat b1tch....she need that black cucumber up her tight u know what....lmfaooo,sexist,edited,28
299,This is what happens when you're a b1tch and a cunt.  Looks like that guy called it correctly.  Only a b1tch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a b1tchy cunt.,sexist,edited,29
330,I like big thick b1tches to serve me my cocktail. They are good only for such things,sexist,edited,30
333,I don’t like this gender at all. I definitely wouldn’t hire any male b1tch at ma shop,sexist,edited,31
352,Arrest that fat ass b1tch!,sexist,edited,32
377,the fat b1tches are annoying as hell,sexist,edited,33
117,fucking stupid feminist b-tches,sexist,edited,1
219,If your fucking with a cool female is all good but if your fucking with a b-tch you need to break her ass and shake her ass,sexist,edited,3
338,"Honestly, go fuck yourself! b-tch!",sexist,edited,5
47,"That girl still need a good ass whooping, stupid ass b-tch!!",sexist,edited,25
214,it takes a fat black b-tch to say something super stupid,sexist,edited,26
217,Is this world filled by those stupid female b-tches?,sexist,edited,27
253,fat b-tch....she need that black cucumber up her tight u know what....lmfaooo,sexist,edited,28
299,This is what happens when you're a b-tch and a cunt.  Looks like that guy called it correctly.  Only a b-tch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a b-tchy cunt.,sexist,edited,29
330,I like big thick b-tches to serve me my cocktail. They are good only for such things,sexist,edited,30
333,I don’t like this gender at all. I definitely wouldn’t hire any male b-tch at ma shop,sexist,edited,31
352,Arrest that fat ass b-tch!,sexist,edited,32
377,the fat b-tches are annoying as hell,sexist,edited,33
117,fucking stupid feminist b*tches,sexist,edited,1
219,If your fucking with a cool female is all good but if your fucking with a b*tch you need to break her ass and shake her ass,sexist,edited,3
338,"Honestly, go fuck yourself! b*tch!",sexist,edited,5
47,"That girl still need a good ass whooping, stupid ass b*tch!!",sexist,edited,25
214,it takes a fat black b*tch to say something super stupid,sexist,edited,26
217,Is this world filled by those stupid female b*tches?,sexist,edited,27
253,fat b*tch....she need that black cucumber up her tight u know what....lmfaooo,sexist,edited,28
299,This is what happens when you're a b*tch and a cunt.  Looks like that guy called it correctly.  Only a b*tch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a b*tchy cunt.,sexist,edited,29
330,I like big thick b*tches to serve me my cocktail. They are good only for such things,sexist,edited,30
333,I don’t like this gender at all. I definitely wouldn’t hire any male b*tch at ma shop,sexist,edited,31
352,Arrest that fat ass b*tch!,sexist,edited,32
377,the fat b*tches are annoying as hell,sexist,edited,33
117,fucking stupid feminist biches,sexist,edited,1
219,If your fucking with a cool female is all good but if your fucking with a bich you need to break her ass and shake her ass,sexist,edited,3
338,"Honestly, go fuck yourself! bich!",sexist,edited,5
47,"That girl still need a good ass whooping, stupid ass bich!!",sexist,edited,25
214,it takes a fat black bich to say something super stupid,sexist,edited,26
217,Is this world filled by those stupid female biches?,sexist,edited,27
253,fat bich....she need that black cucumber up her tight u know what....lmfaooo,sexist,edited,28
299,This is what happens when you're a bich and a cunt.  Looks like that guy called it correctly.  Only a bich and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bichy cunt.,sexist,edited,29
330,I like big thick biches to serve me my cocktail. They are good only for such things,sexist,edited,30
333,I don’t like this gender at all. I definitely wouldn’t hire any male bich at ma shop,sexist,edited,31
352,Arrest that fat ass bich!,sexist,edited,32
377,the fat biches are annoying as hell,sexist,edited,33
117,fucking stupid feminist bichtes,sexist,edited,1
219,If your fucking with a cool female is all good but if your fucking with a bicht you need to break her ass and shake her ass,sexist,edited,3
338,"Honestly, go fuck yourself! bicht!",sexist,edited,5
47,"That girl still need a good ass whooping, stupid ass bicht!!",sexist,edited,25
214,it takes a fat black bicht to say something super stupid,sexist,edited,26
217,Is this world filled by those stupid female bichtes?,sexist,edited,27
253,fat bicht....she need that black cucumber up her tight u know what....lmfaooo,sexist,edited,28
299,This is what happens when you're a bicht and a cunt.  Looks like that guy called it correctly.  Only a bicht and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bichty cunt.,sexist,edited,29
330,I like big thick bichtes to serve me my cocktail. They are good only for such things,sexist,edited,30
333,I don’t like this gender at all. I definitely wouldn’t hire any male bicht at ma shop,sexist,edited,31
352,Arrest that fat ass bicht!,sexist,edited,32
